date,riyadh_upload_mbps,dubai_upload_mbps,kuwaitcity_upload_mbps,doha_upload_mbps,manama_upload_mbps,muscat_upload_mbps
2021-01-31,13.811362284971016,29.316529691611713,14.249306849698964,27.73447698394725,8.14418159134041,10.945834690802352
2021-02-28,12.302000833259296,30.582232167704664,15.464938518700022,26.889129056184096,14.212059013931869,9.985776069040421
2021-03-31,11.540954219171438,28.784450011632558,15.555582934229463,26.21955080007084,17.257278809420423,10.173594973603626
2021-04-30,14.740589788944984,29.90387512891191,16.245826046714647,25.293857000327574,17.850196259554195,11.057092026102023
2021-05-31,13.737980012397209,35.25189298041083,18.018582829851056,26.77484809112144,14.521411279098979,11.327132668590362
2021-06-30,11.776195416068479,29.089386037046065,18.083493294742393,25.989581968743302,19.03723381311765,10.92551328914538
2021-07-31,15.339736802451567,36.35351079691526,18.205532328171646,28.022297496236117,22.728202058757724,12.59906781335374
2021-08-31,14.457650439372541,30.27375953643403,17.165073048018165,24.831308620680534,26.928853771052623,11.899946384252361
2021-09-30,14.426601966713763,29.989422582372534,14.087889297816638,27.70633946647551,20.238366604266435,12.801157954398938
2021-10-31,14.788826771995822,30.67905089515059,17.28267909661545,27.354815322955417,30.508996505191302,11.45573010155935
2021-11-30,15.38115902679397,37.45945239894644,18.101363302749128,27.00316018030234,29.372958316614046,8.54731617743727
2021-12-31,16.067403900682258,41.72446172818683,16.067199981789877,29.834015077120156,19.682731793464324,9.074899165287826
2022-01-31,15.94768109400258,30.434557346076076,16.65818933171116,27.148439099748163,14.400613230395605,9.039906643083135
2022-02-28,15.960785457662137,27.198175927047124,18.165401861379742,28.268750482370372,15.140022929356949,10.09260239197263
2022-03-31,16.349318144617776,30.28240606161273,19.69438997326117,26.91507406193522,12.094881630690828,10.294811483282524
2022-04-30,17.712402916682638,33.13623262239352,17.921295613943602,32.920462581979834,14.20284774888431,10.844215755824221
2022-05-31,17.173806266994383,34.09190692009779,19.95370577603584,29.067915321661303,20.46657036334774,15.863976913044146
2022-06-30,16.987189828931392,21.084759533405165,19.536256102510972,20.62498152797643,35.064886990329605,13.632608962498047
2022-07-31,16.985234770692855,23.816478453311277,21.843456697744177,22.64856153164636,46.51087237846605,14.999500817064352
2022-08-31,16.91337908409863,22.479332151216337,21.469222818142235,29.035719104154367,38.7108892249526,14.822847052338266
2022-09-30,16.49049959186966,23.774687239893677,17.35060046452677,34.30357195511184,30.534656078297587,14.926748945107105
2022-10-31,15.422562001124158,19.652535375015823,15.962317949058637,35.22004014713989,38.24199711014395,16.312436860513507
2022-11-30,15.881693118804442,25.150851775653592,15.625232071003456,29.941266775182008,26.998222911077317,16.04777366145707
2022-12-31,12.838257364533442,27.75273994204354,16.192969953904775,26.94733180107643,22.441987153464392,14.336251050200929
2023-01-31,13.265601798093051,29.47396199800297,15.244329800850057,27.051989660828653,28.23520203743271,12.758709410718723
2023-02-28,14.900211264923637,21.272317291790596,19.80075498326355,38.90434206043694,38.449310966793284,21.62786294500033
2023-03-31,16.388867455281666,36.919302422577616,19.264945498826705,44.18538378142648,34.56959620773597,22.480317871276036
2023-04-30,18.528504049094252,39.549029238302396,18.24564368689664,40.65262697849389,29.658536219902764,22.25803801772128
2023-05-31,20.29531565344239,35.79456026840472,17.941039025565225,42.50408025964329,26.158907367841934,20.32050306374972
2023-06-30,19.727929190317816,35.09514332104282,16.97422631711342,45.69205884604626,33.08328283949945,15.239018052205623
2023-07-31,19.28992679926922,33.28425140596182,16.674553538828434,52.90976040189423,32.80233168726784,21.317078245396026
2023-08-31,19.036846390581157,34.66135380036301,15.287555110404002,53.74684703767827,33.64808473567183,20.65772301306512
2023-09-30,19.20093703755219,33.528819215180825,15.95991395078607,46.98859530465807,36.392440602353496,22.05645445363911
2023-10-31,21.05857799925843,31.513999019346688,17.297000809353626,51.36946569085596,44.71201125253765,24.310987787846237
2023-11-30,19.350618224804116,35.42892132776766,18.69452171137675,63.21588629598659,43.91447509546474,24.07679972553765
2023-12-31,21.207433908639164,39.16387077262709,14.611128740660277,61.01668587895379,47.457448044565155,26.88549350015389
2024-01-31,24.172651820347042,,,,,
2024-02-29,23.848391926889608,,,,,
2024-03-31,22.777130838148583,,,,,
2024-04-30,22.551333753768578,,,,,
2024-05-31,24.042761789788102,,,,,
2024-06-30,24.345281894874933,,,,,
2024-07-31,23.454908779381366,,,,,
2024-08-31,22.587519838066974,,,,,
2024-09-30,24.76093244477793,,,,,
2024-10-31,25.266536032630338,,,,,
2024-11-30,25.487581340976917,,,,,
2024-12-31,24.71439871946279,,,,,
